item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,Mean_prior,YMin_prior,YMax_prior,cMean_prior,cai,betaProjective,betaAI
be_right_charley,charley,be.right,20,high_prior,Charley lives in Mexico,block2,0.07999999999999996,0.3,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,-0.11146718146718154,0.30077220077220074,0.08162162162162158
be_right_charley,charley,be.right,111,low_prior,Charley lives in Korea,block2,0.31000000000000005,0.02,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,0.11853281853281855,0.021853281853281854,0.3107335907335908
be_right_charley,charley,be.right,127,low_prior,Charley lives in Korea,block2,0.98,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,0.7885328185328184,0.011891891891891892,0.9781467181467182
be_right_charley,charley,be.right,140,high_prior,Charley lives in Mexico,block2,1,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,0.8085328185328184,0.0019305019305019305,0.9980694980694981
be_right_charley,charley,be.right,226,low_prior,Charley lives in Korea,block2,0.03000000000000002,0.2,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,-0.16146718146718148,0.20115830115830116,0.03181467181467183
be_right_charley,charley,be.right,229,high_prior,Charley lives in Mexico,block2,0.02000000000000001,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,-0.17146718146718148,0.0019305019305019305,0.021853281853281864
be_right_charley,charley,be.right,341,high_prior,Charley lives in Mexico,block2,0.03000000000000002,0.39,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,-0.16146718146718148,0.39042471042471044,0.03181467181467183
be_right_charley,charley,be.right,364,low_prior,Charley lives in Korea,block2,0.04000000000000003,0.29,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,-0.15146718146718147,0.2908108108108108,0.0417760617760618
be_right_charley,charley,be.right,380,high_prior,Charley lives in Mexico,block2,0.39,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,0.1985328185328185,0.04177606177606178,0.39042471042471044
be_right_charley,charley,be.right,391,high_prior,Charley lives in Mexico,block2,0.05000000000000004,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,-0.14146718146718146,0.04177606177606178,0.05173745173745177
be_right_charley,charley,be.right,398,low_prior,Charley lives in Korea,block2,0.17000000000000004,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,-0.021467181467181462,0.0019305019305019305,0.17127413127413132
be_right_charley,charley,be.right,425,low_prior,Charley lives in Korea,block2,0.06000000000000005,0.06,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,-0.13146718146718145,0.06169884169884169,0.06169884169884175
be_right_charley,charley,be.right,431,high_prior,Charley lives in Mexico,block2,0.04000000000000003,0.2,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,-0.15146718146718147,0.20115830115830116,0.0417760617760618
be_right_charley,charley,be.right,511,high_prior,Charley lives in Mexico,block2,0.06999999999999995,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.4032505722070123,-0.12146718146718155,0.04177606177606178,0.07166023166023161
be_right_charley,charley,be.right,525,low_prior,Charley lives in Korea,block2,0.01,0.04,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,-0.1814671814671815,0.04177606177606178,0.011891891891891892
be_right_charley,charley,be.right,588,low_prior,Charley lives in Korea,block2,1,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.1728297182051166,0.8085328185328184,0.0019305019305019305,0.9980694980694981
be_right_danny,danny,be.right,11,low_prior,Danny is a diabetic,block2,0.07999999999999996,0.13,11: Danny ate the last cupcake,Danny ate the last cupcake,Danny ate the last cupcake,factL,Danny ate the last cupcake-factL,0.24754545454545457,0.228475,0.26735113636363633,-0.19196587800943782,-0.11146718146718154,0.13142857142857142,0.08162162162162158
