item,content,short_trigger,workerid,prior_type,prior_fact,block_ai,ai,projective,eventItemNr,eventItem,contentNew,prior_typeNew,contentFact,Mean_prior,YMin_prior,YMax_prior,cMean_prior,cai,betaProjective,betaAI
demonstrate_charley,charley,demonstrate,16,low_prior,Charley lives in Korea,block1,0.99,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.18130398619553006,0.4631950207468879,0.012033195020746887,0.988108108108108
demonstrate_charley,charley,demonstrate,42,high_prior,Charley lives in Mexico,block1,0.96,0,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,0.43319502074688787,0.002074688796680498,0.9582239382239381
demonstrate_charley,charley,demonstrate,58,high_prior,Charley lives in Mexico,block1,0.62,0.66,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,0.0931950207468879,0.6593360995850622,0.6195366795366796
demonstrate_charley,charley,demonstrate,65,high_prior,Charley lives in Mexico,block1,0.31000000000000005,0.28,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,-0.21680497925311204,0.2809128630705394,0.3107335907335908
demonstrate_charley,charley,demonstrate,66,high_prior,Charley lives in Mexico,block1,0.98,0.01,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,0.4531950207468879,0.012033195020746887,0.9781467181467182
demonstrate_charley,charley,demonstrate,89,low_prior,Charley lives in Korea,block1,0.55,0.37,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.18130398619553006,0.02319502074688795,0.37053941908713695,0.5498069498069498
demonstrate_charley,charley,demonstrate,162,high_prior,Charley lives in Mexico,block1,1,1,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,0.4731950207468879,0.9979253112033195,0.9980694980694981
demonstrate_charley,charley,demonstrate,271,high_prior,Charley lives in Mexico,block1,0,0.66,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,-0.5268049792531121,0.6593360995850622,0.0019305019305019305
demonstrate_charley,charley,demonstrate,307,high_prior,Charley lives in Mexico,block1,0.29000000000000004,0.21,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,-0.23680497925311206,0.2112033195020747,0.29081081081081084
demonstrate_charley,charley,demonstrate,351,high_prior,Charley lives in Mexico,block1,0.47,0.19,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factH,Charley speaks Spanish-factH,0.8427619047619047,0.8281089285714286,0.8570238095238095,0.39477630421659887,-0.05680497925311212,0.19128630705394192,0.4701158301158301
demonstrate_charley,charley,demonstrate,373,low_prior,Charley lives in Korea,block1,0.99,0.02,20: Charley speaks Spanish,Charley speaks Spanish,Charley speaks Spanish,factL,Charley speaks Spanish-factL,0.2666816143497758,0.2503576233183857,0.28274831838565023,-0.18130398619553006,0.4631950207468879,0.021991701244813276,0.988108108108108
