short_trigger,projective,aiMean,prior,content,workerid,betaProjective,caiMean,cprior
prove,0.28,0.4047058823529412,0.75,charley,24,0.28043564356435646,-0.052817869480292934,0.3341188118811881
prove,0.12,0.42375,0.21,charley,74,0.12075247524752476,-0.03377375183323411,-0.20588118811881193
prove,0.22,0.4047058823529412,1,charley,85,0.22055445544554456,-0.052817869480292934,0.5841188118811881
prove,0.25,0.4047058823529412,0.97,charley,251,0.2504950495049505,-0.052817869480292934,0.5541188118811881
prove,0.62,0.42375,0.71,charley,354,0.6197623762376238,-0.03377375183323411,0.29411881188118805
prove,0.38,0.42375,0.34,charley,358,0.38023762376237624,-0.03377375183323411,-0.0758811881188119
prove,0.37,0.42375,0.16,charley,387,0.37025742574257425,-0.03377375183323411,-0.2558811881188119
prove,0.18,0.4047058823529412,0.67,charley,404,0.18063366336633663,-0.052817869480292934,0.2541188118811881
prove,0.25,0.42375,0.05,charley,442,0.2504950495049505,-0.03377375183323411,-0.36588118811881193
prove,0.2,0.42375,0.11,charley,535,0.2005940594059406,-0.03377375183323411,-0.30588118811881193
prove,0.1,0.4047058823529412,0.8,charley,554,0.1007920792079208,-0.052817869480292934,0.3841188118811881
prove,0.31,0.4047058823529412,0.86,charley,570,0.3103762376237624,-0.052817869480292934,0.44411881188118807
prove,0.14,0.42375,0.17,charley,589,0.14071287128712873,-0.03377375183323411,-0.2458811881188119
prove,0.08,0.4047058823529412,0.93,charley,597,0.08083168316831683,-0.052817869480292934,0.5141188118811881
prove,0.45,0.4720833333333333,0.15,danny,1,0.4500990099009901,0.014559581500099172,-0.2658811881188119
prove,0.03,0.4720833333333333,0.02,danny,30,0.03093069306930693,0.014559581500099172,-0.3958811881188119
prove,0.02,0.3227777777777778,0.5,danny,41,0.02095049504950495,-0.13474597405545635,0.08411881188118808
prove,0.21,0.3227777777777778,0.77,danny,44,0.21057425742574257,-0.13474597405545635,0.3541188118811881
prove,0.14,0.3227777777777778,0.76,danny,46,0.14071287128712873,-0.13474597405545635,0.3441188118811881
prove,0.1,0.4720833333333333,0.16,danny,233,0.1007920792079208,0.014559581500099172,-0.2558811881188119
prove,0.36,0.3227777777777778,0.56,danny,254,0.36027722772277226,-0.13474597405545635,0.14411881188118814
prove,0,0.3227777777777778,0.58,danny,260,9.9009900990099e-4,-0.13474597405545635,0.16411881188118804
prove,0.04,0.4720833333333333,0.04,danny,263,0.04091089108910891,0.014559581500099172,-0.37588118811881194
prove,0,0.4720833333333333,0,danny,301,9.9009900990099e-4,0.014559581500099172,-0.4158811881188119
prove,0.04,0.4720833333333333,0.19,danny,307,0.04091089108910891,0.014559581500099172,-0.22588118811881192
prove,0.09,0.4720833333333333,0.5,danny,340,0.0908118811881188,0.014559581500099172,0.08411881188118808
prove,0.04,0.4720833333333333,0.17,danny,352,0.04091089108910891,0.014559581500099172,-0.2458811881188119
prove,0.56,0.3227777777777778,0.54,danny,390,0.5598811881188119,-0.13474597405545635,0.12411881188118812
prove,0.22,0.4720833333333333,0,danny,440,0.22055445544554456,0.014559581500099172,-0.4158811881188119
prove,0.02,0.3227777777777778,0.85,danny,482,0.02095049504950495,-0.13474597405545635,0.43411881188118806
prove,0.08,0.4720833333333333,0.2,danny,557,0.08083168316831683,0.014559581500099172,-0.2158811881188119
prove,0.18,0.4720833333333333,0.48,danny,585,0.18063366336633663,0.014559581500099172,0.06411881188118806
prove,0.39,0.4720833333333333,0.06,danny,598,0.39021782178217823,0.014559581500099172,-0.3558811881188119
prove,0.07,0.355,0.52,emily,10,0.07085148514851486,-0.10252375183323414,0.1041188118811881
