short_trigger,projective,aiMean,priorMean,content,workerid,betaProjective,caiMean,cpriorMean
hear,0.47,0.58625,0.2666816143497758,charley,7,0.470059405940594,-0.13102271990410008,-0.18677986715492262
hear,0.97,0.7331818181818182,0.8427619047619047,charley,14,0.969069306930693,0.015909098277718026,0.3893004232572063
hear,0.79,0.58625,0.2666816143497758,charley,42,0.7894257425742575,-0.13102271990410008,-0.18677986715492262
hear,0.14,0.58625,0.2666816143497758,charley,45,0.14071287128712873,-0.13102271990410008,-0.18677986715492262
hear,0.15,0.7331818181818182,0.8427619047619047,charley,77,0.1506930693069307,0.015909098277718026,0.3893004232572063
hear,1,0.58625,0.2666816143497758,charley,98,0.999009900990099,-0.13102271990410008,-0.18677986715492262
hear,0.8,0.7331818181818182,0.8427619047619047,charley,100,0.7994059405940594,0.015909098277718026,0.3893004232572063
hear,0.88,0.7331818181818182,0.8427619047619047,charley,109,0.8792475247524753,0.015909098277718026,0.3893004232572063
hear,0.03,0.58625,0.2666816143497758,charley,111,0.03093069306930693,-0.13102271990410008,-0.18677986715492262
hear,1,0.58625,0.2666816143497758,charley,126,0.999009900990099,-0.13102271990410008,-0.18677986715492262
hear,0,0.58625,0.2666816143497758,charley,139,9.9009900990099e-4,-0.13102271990410008,-0.18677986715492262
hear,0.12,0.7331818181818182,0.8427619047619047,charley,160,0.12075247524752476,0.015909098277718026,0.3893004232572063
hear,0.58,0.58625,0.2666816143497758,charley,186,0.5798415841584158,-0.13102271990410008,-0.18677986715492262
hear,1,0.58625,0.2666816143497758,charley,198,0.999009900990099,-0.13102271990410008,-0.18677986715492262
hear,1,0.7331818181818182,0.8427619047619047,charley,267,0.999009900990099,0.015909098277718026,0.3893004232572063
hear,0.11,0.58625,0.2666816143497758,charley,279,0.11077227722772276,-0.13102271990410008,-0.18677986715492262
hear,0.95,0.7331818181818182,0.8427619047619047,charley,335,0.9491089108910892,0.015909098277718026,0.3893004232572063
hear,0.51,0.58625,0.2666816143497758,charley,338,0.509980198019802,-0.13102271990410008,-0.18677986715492262
hear,0.63,0.7331818181818182,0.8427619047619047,charley,389,0.6297425742574257,0.015909098277718026,0.3893004232572063
hear,0.49,0.7331818181818182,0.8427619047619047,charley,401,0.490019801980198,0.015909098277718026,0.3893004232572063
hear,0.71,0.58625,0.2666816143497758,charley,406,0.7095841584158415,-0.13102271990410008,-0.18677986715492262
hear,0.98,0.7331818181818182,0.8427619047619047,charley,413,0.979049504950495,0.015909098277718026,0.3893004232572063
hear,0.78,0.58625,0.2666816143497758,charley,443,0.7794455445544555,-0.13102271990410008,-0.18677986715492262
hear,0.46,0.7331818181818182,0.8427619047619047,charley,456,0.4600792079207921,0.015909098277718026,0.3893004232572063
hear,0.03,0.58625,0.2666816143497758,charley,486,0.03093069306930693,-0.13102271990410008,-0.18677986715492262
hear,0.55,0.58625,0.2666816143497758,charley,522,0.54990099009901,-0.13102271990410008,-0.18677986715492262
hear,0.11,0.58625,0.2666816143497758,charley,536,0.11077227722772276,-0.13102271990410008,-0.18677986715492262
hear,0.97,0.58625,0.2666816143497758,charley,548,0.969069306930693,-0.13102271990410008,-0.18677986715492262
hear,0.99,0.58625,0.2666816143497758,charley,563,0.989029702970297,-0.13102271990410008,-0.18677986715492262
hear,0.23,0.58625,0.2666816143497758,charley,566,0.23053465346534657,-0.13102271990410008,-0.18677986715492262
hear,0.75,0.7331818181818182,0.8427619047619047,charley,574,0.7495049504950495,0.015909098277718026,0.3893004232572063
hear,0.7,0.58625,0.2666816143497758,charley,586,0.6996039603960396,-0.13102271990410008,-0.18677986715492262
hear,0.7,0.7331818181818182,0.8427619047619047,charley,590,0.6996039603960396,0.015909098277718026,0.3893004232572063
hear,0.55,0.8075,0.6855633802816902,danny,57,0.54990099009901,0.09022728009589986,0.23210189877699178
hear,0.32,0.8075,0.6855633802816902,danny,69,0.32035643564356436,0.09022728009589986,0.23210189877699178
hear,0.98,0.8075,0.6855633802816902,danny,90,0.979049504950495,0.09022728009589986,0.23210189877699178
hear,0.73,0.659047619047619,0.24754545454545457,danny,122,0.7295445544554455,-0.05822510085648114,-0.20591602695924383
hear,0.78,0.659047619047619,0.24754545454545457,danny,128,0.7794455445544555,-0.05822510085648114,-0.20591602695924383
hear,0.84,0.8075,0.6855633802816902,danny,135,0.8393267326732673,0.09022728009589986,0.23210189877699178
hear,0.01,0.659047619047619,0.24754545454545457,danny,179,0.01097029702970297,-0.05822510085648114,-0.20591602695924383
hear,0.03,0.659047619047619,0.24754545454545457,danny,200,0.03093069306930693,-0.05822510085648114,-0.20591602695924383
hear,0.95,0.659047619047619,0.24754545454545457,danny,213,0.9491089108910892,-0.05822510085648114,-0.20591602695924383
hear,0.97,0.8075,0.6855633802816902,danny,217,0.969069306930693,0.09022728009589986,0.23210189877699178
hear,1,0.659047619047619,0.24754545454545457,danny,225,0.999009900990099,-0.05822510085648114,-0.20591602695924383
hear,0.78,0.8075,0.6855633802816902,danny,283,0.7794455445544555,0.09022728009589986,0.23210189877699178
hear,0.95,0.8075,0.6855633802816902,danny,291,0.9491089108910892,0.09022728009589986,0.23210189877699178
hear,0.97,0.659047619047619,0.24754545454545457,danny,325,0.969069306930693,-0.05822510085648114,-0.20591602695924383
hear,0,0.8075,0.6855633802816902,danny,326,9.9009900990099e-4,0.09022728009589986,0.23210189877699178
hear,0.89,0.659047619047619,0.24754545454545457,danny,329,0.8892277227722772,-0.05822510085648114,-0.20591602695924383
hear,0.11,0.8075,0.6855633802816902,danny,348,0.11077227722772276,0.09022728009589986,0.23210189877699178
hear,0.09,0.659047619047619,0.24754545454545457,danny,377,0.0908118811881188,-0.05822510085648114,-0.20591602695924383
hear,0.9,0.8075,0.6855633802816902,danny,397,0.8992079207920792,0.09022728009589986,0.23210189877699178
hear,0.69,0.8075,0.6855633802816902,danny,431,0.6896237623762376,0.09022728009589986,0.23210189877699178
hear,1,0.659047619047619,0.24754545454545457,danny,435,0.999009900990099,-0.05822510085648114,-0.20591602695924383
hear,0.96,0.8075,0.6855633802816902,danny,483,0.959089108910891,0.09022728009589986,0.23210189877699178
hear,0.15,0.659047619047619,0.24754545454545457,danny,508,0.1506930693069307,-0.05822510085648114,-0.20591602695924383
hear,0.99,0.8075,0.6855633802816902,danny,547,0.989029702970297,0.09022728009589986,0.23210189877699178
hear,1,0.7253571428571428,0.127454128440367,emily,39,0.999009900990099,0.00808442295304268,-0.3260073530643314
hear,0.9,0.7253571428571428,0.127454128440367,emily,85,0.8992079207920792,0.00808442295304268,-0.3260073530643314
hear,0.72,0.7253571428571428,0.127454128440367,emily,96,0.7195643564356435,0.00808442295304268,-0.3260073530643314
hear,0.76,0.7253571428571428,0.127454128440367,emily,224,0.7594851485148515,0.00808442295304268,-0.3260073530643314
hear,0.04,0.645,0.5171162790697674,emily,261,0.04091089108910891,-0.07227271990410011,0.06365479756506903
hear,0.94,0.7253571428571428,0.127454128440367,emily,286,0.9391287128712872,0.00808442295304268,-0.3260073530643314
hear,0,0.7253571428571428,0.127454128440367,emily,294,9.9009900990099e-4,0.00808442295304268,-0.3260073530643314
hear,0.64,0.645,0.5171162790697674,emily,332,0.6397227722772277,-0.07227271990410011,0.06365479756506903
hear,1,0.645,0.5171162790697674,emily,349,0.999009900990099,-0.07227271990410011,0.06365479756506903
hear,0.07,0.645,0.5171162790697674,emily,396,0.07085148514851486,-0.07227271990410011,0.06365479756506903
hear,0.77,0.7253571428571428,0.127454128440367,emily,411,0.7694653465346535,0.00808442295304268,-0.3260073530643314
hear,0.03,0.645,0.5171162790697674,emily,475,0.03093069306930693,-0.07227271990410011,0.06365479756506903
hear,0.48,0.7253571428571428,0.127454128440367,emily,546,0.480039603960396,0.00808442295304268,-0.3260073530643314
hear,0.09,0.7253571428571428,0.127454128440367,emily,552,0.0908118811881188,0.00808442295304268,-0.3260073530643314
hear,0.98,0.7153846153846154,0.2759353348729792,emma,35,0.979049504950495,-0.0018881045194847346,-0.17752614663171917
hear,0.96,0.8268181818181818,0.7071824480369515,emma,105,0.959089108910891,0.10954546191408165,0.2537209665322531
hear,0.12,0.7153846153846154,0.2759353348729792,emma,119,0.12075247524752476,-0.0018881045194847346,-0.17752614663171917
hear,0.79,0.8268181818181818,0.7071824480369515,emma,130,0.7894257425742575,0.10954546191408165,0.2537209665322531
hear,0.68,0.7153846153846154,0.2759353348729792,emma,150,0.6796435643564357,-0.0018881045194847346,-0.17752614663171917
hear,0.55,0.8268181818181818,0.7071824480369515,emma,167,0.54990099009901,0.10954546191408165,0.2537209665322531
hear,0.91,0.7153846153846154,0.2759353348729792,emma,178,0.9091881188118812,-0.0018881045194847346,-0.17752614663171917
hear,0.12,0.7153846153846154,0.2759353348729792,emma,262,0.12075247524752476,-0.0018881045194847346,-0.17752614663171917
hear,0.99,0.8268181818181818,0.7071824480369515,emma,275,0.989029702970297,0.10954546191408165,0.2537209665322531
hear,0.7,0.7153846153846154,0.2759353348729792,emma,277,0.6996039603960396,-0.0018881045194847346,-0.17752614663171917
hear,0.21,0.7153846153846154,0.2759353348729792,emma,355,0.21057425742574257,-0.0018881045194847346,-0.17752614663171917
hear,1,0.7153846153846154,0.2759353348729792,emma,424,0.999009900990099,-0.0018881045194847346,-0.17752614663171917
hear,0.56,0.8268181818181818,0.7071824480369515,emma,446,0.5598811881188119,0.10954546191408165,0.2537209665322531
hear,0.64,0.8268181818181818,0.7071824480369515,emma,449,0.6397227722772277,0.10954546191408165,0.2537209665322531
hear,0.23,0.8268181818181818,0.7071824480369515,emma,452,0.23053465346534657,0.10954546191408165,0.2537209665322531
hear,0.51,0.8268181818181818,0.7071824480369515,emma,502,0.509980198019802,0.10954546191408165,0.2537209665322531
hear,0.46,0.8268181818181818,0.7071824480369515,emma,539,0.4600792079207921,0.10954546191408165,0.2537209665322531
hear,1,0.8268181818181818,0.7071824480369515,emma,580,0.999009900990099,0.10954546191408165,0.2537209665322531
hear,0.52,0.7153846153846154,0.2759353348729792,emma,589,0.519960396039604,-0.0018881045194847346,-0.17752614663171917
hear,0.85,0.6178571428571429,0.12691764705882352,frank,12,0.8493069306930693,-0.09941557704695725,-0.32654383444587487
hear,0.86,0.6178571428571429,0.12691764705882352,frank,20,0.8592871287128713,-0.09941557704695725,-0.32654383444587487
hear,0.91,0.7777419354838709,0.6529478458049887,frank,31,0.9091881188118812,0.06046921557977081,0.19948636430029026
hear,0.98,0.7777419354838709,0.6529478458049887,frank,34,0.979049504950495,0.06046921557977081,0.19948636430029026
hear,0.2,0.7777419354838709,0.6529478458049887,frank,62,0.2005940594059406,0.06046921557977081,0.19948636430029026
hear,0,0.6178571428571429,0.12691764705882352,frank,103,9.9009900990099e-4,-0.09941557704695725,-0.32654383444587487
hear,0.91,0.7777419354838709,0.6529478458049887,frank,181,0.9091881188118812,0.06046921557977081,0.19948636430029026
hear,0.86,0.6178571428571429,0.12691764705882352,frank,195,0.8592871287128713,-0.09941557704695725,-0.32654383444587487
hear,0.88,0.7777419354838709,0.6529478458049887,frank,196,0.8792475247524753,0.06046921557977081,0.19948636430029026
hear,0.83,0.7777419354838709,0.6529478458049887,frank,204,0.8293465346534653,0.06046921557977081,0.19948636430029026
hear,0.78,0.7777419354838709,0.6529478458049887,frank,234,0.7794455445544555,0.06046921557977081,0.19948636430029026
hear,1,0.7777419354838709,0.6529478458049887,frank,331,0.999009900990099,0.06046921557977081,0.19948636430029026
hear,0.89,0.7777419354838709,0.6529478458049887,frank,341,0.8892277227722772,0.06046921557977081,0.19948636430029026
hear,1,0.7777419354838709,0.6529478458049887,frank,356,0.999009900990099,0.06046921557977081,0.19948636430029026
hear,0.48,0.7777419354838709,0.6529478458049887,frank,366,0.480039603960396,0.06046921557977081,0.19948636430029026
hear,0.7,0.6178571428571429,0.12691764705882352,frank,379,0.6996039603960396,-0.09941557704695725,-0.32654383444587487
hear,0.98,0.7777419354838709,0.6529478458049887,frank,391,0.979049504950495,0.06046921557977081,0.19948636430029026
hear,0.89,0.6178571428571429,0.12691764705882352,frank,404,0.8892277227722772,-0.09941557704695725,-0.32654383444587487
hear,0.14,0.6178571428571429,0.12691764705882352,frank,464,0.14071287128712873,-0.09941557704695725,-0.32654383444587487
hear,0.83,0.6178571428571429,0.12691764705882352,frank,498,0.8293465346534653,-0.09941557704695725,-0.32654383444587487
hear,0.82,0.7777419354838709,0.6529478458049887,frank,545,0.8193663366336633,0.06046921557977081,0.19948636430029026
hear,0.79,0.7777419354838709,0.6529478458049887,frank,553,0.7894257425742575,0.06046921557977081,0.19948636430029026
hear,0.21,0.6178571428571429,0.12691764705882352,frank,561,0.21057425742574257,-0.09941557704695725,-0.32654383444587487
hear,1,0.7777419354838709,0.6529478458049887,frank,562,0.999009900990099,0.06046921557977081,0.19948636430029026
hear,0.5,0.6178571428571429,0.12691764705882352,frank,570,0.5,-0.09941557704695725,-0.32654383444587487
hear,1,0.7777419354838709,0.6529478458049887,frank,591,0.999009900990099,0.06046921557977081,0.19948636430029026
hear,0.48,0.7264516129032258,0.8010989010989011,grace,4,0.480039603960396,0.009178892999125665,0.34763741959420275
