block,predicate,hypothesis,estimate,post.prob,bf
fullData,acknowledge,cMean_prior > 0,0.8579665619518129,0.9968,311.5
fullData,acknowledge,cai > 0,0.9939842579478503,1,Inf
fullData,acknowledge,cMean_prior:cai > 0,1.383775712580965,0.9861,70.94244604316546
fullData,admit,cMean_prior > 0,0.6286713522698463,0.9783,45.08294930875576
fullData,admit,cai > 0,0.786896739601755,0.9988,832.3333333333334
fullData,admit,cMean_prior:cai > 0,-1.7283859919797244,0.0039000000000000003,0.003915269551249875
fullData,announce,cMean_prior > 0,0.6853489291145123,0.9953,211.7659574468085
fullData,announce,cai > 0,0.6680978154191584,0.9913,113.94252873563218
fullData,announce,cMean_prior:cai > 0,1.543430729744865,0.9929,139.8450704225352
fullData,be.annoyed,cMean_prior > 0,1.3339938957728081,1,Inf
fullData,be.annoyed,cai > 0,2.2447356327875374,1,Inf
fullData,be.annoyed,cMean_prior:cai > 0,-0.8997057928514289,0.234,0.30548302872062666
fullData,be.right,cMean_prior > 0,0.6477238160641084,0.9846000000000001,63.935064935064936
fullData,be.right,cai > 0,0.943038288410085,0.9999,9999
fullData,be.right,cMean_prior:cai > 0,1.4324770504571676,0.9460999999999999,17.552875695732837
fullData,confess,cMean_prior > 0,0.7518144525322582,0.9959,242.90243902439025
fullData,confess,cai > 0,0.6090269932700545,0.999,999
fullData,confess,cMean_prior:cai > 0,0.7595698748797487,0.8807999999999999,7.389261744966443
fullData,confirm,cMean_prior > 0,0.7094369286657949,0.9967,302.030303030303
fullData,confirm,cai > 0,0.7885026723365125,0.9999,9999
fullData,confirm,cMean_prior:cai > 0,-0.9027492958055247,0.0853,0.09325461900076527
fullData,demonstrate,cMean_prior > 0,0.9581935174721303,0.9994,1665.6666666666667
fullData,demonstrate,cai > 0,0.6231550219589542,0.9984,624
fullData,demonstrate,cMean_prior:cai > 0,0.34401128007235515,0.698,2.3112582781456954
fullData,discover,cMean_prior > 0,0.55471318252163615,0.9835,59.60606060606061
fullData,discover,cai > 0,1.0008876934148245,0.9999,9999
fullData,discover,cMean_prior:cai > 0,0.3303698535268103,0.6721,2.0497102775236353
fullData,establish,cMean_prior > 0,0.8266809130346939,0.9996,2499
fullData,establish,cai > 0,0.5915591576015551,0.9977,433.7826086956522
fullData,establish,cMean_prior:cai > 0,-0.2418177876608723,0.3598,0.5620118712902218
fullData,hear,cMean_prior > 0,0.862856714044019,0.9992,1249
fullData,hear,cai > 0,0.9711541605601609,1,Inf
fullData,hear,cMean_prior:cai > 0,0.4194272247040921,0.7232,2.61271676300578
fullData,inform,cMean_prior > 0,0.9408696257896085,0.9996,2499
fullData,inform,cai > 0,0.8597293936390822,0.9997,3332.3333333333335
fullData,inform,cMean_prior:cai > 0,1.5297579966859451,0.9634,26.3224043715847
fullData,know,cMean_prior > 0,0.49467336646416366,0.956,21.727272727272727
fullData,know,cai > 0,1.096579941053356,0.9999,9999
fullData,know,cMean_prior:cai > 0,0.03982900304788265,0.5156999999999999,1.0648358455502787
fullData,pretend,cMean_prior > 0,1.1654738700709808,0.9997,3332.3333333333335
fullData,pretend,cai > 0,-0.04731853087844103,0.4239,0.7358097552508245
fullData,pretend,cMean_prior:cai > 0,-0.4002266244638084,0.3236,0.47841513897102306
fullData,prove,cMean_prior > 0,0.881155888491307,0.9999,9999
fullData,prove,cai > 0,0.2536925295621488,0.9149,10.750881316098708
fullData,prove,cMean_prior:cai > 0,0.1556661901977146,0.5956999999999999,1.473410833539451
fullData,reveal,cMean_prior > 0,1.138503248852214,0.9996,2499
fullData,reveal,cai > 0,0.6723791255741548,1,Inf
fullData,reveal,cMean_prior:cai > 0,-0.14309318591106435,0.4019,0.6719612104999164
fullData,say,cMean_prior > 0,1.6238226132427254,1,Inf
fullData,say,cai > 0,0.5319704106792291,0.996,249
fullData,say,cMean_prior:cai > 0,-0.9379797556522065,0.0866,0.09481059776658637
fullData,see,cMean_prior > 0,0.5125021437420242,0.9769,42.29004329004329
fullData,see,cai > 0,1.0840685404899566,0.9999,9999
fullData,see,cMean_prior:cai > 0,0.26554070187808543,0.6524000000000001,1.8768699654775605
fullData,suggest,cMean_prior > 0,1.01865560573851,0.9985,665.6666666666666
fullData,suggest,cai > 0,-0.41743879505616427,0.0128,0.012965964343598054
fullData,suggest,cMean_prior:cai > 0,0.9910069820519003,0.9324,13.792899408284024
fullData,think,cMean_prior > 0,0.9171338380970024,0.9997,3332.3333333333335
fullData,think,cai > 0,0.06666129455986508,0.6302000000000001,1.7041644131963223
fullData,think,cMean_prior:cai > 0,2.2028405300902087,0.9976,415.6666666666667
